file,hhID,fileName,fullPath,fSize,fMTime,fMDate,dateColName,dateExample,dateFormat
rf_01/10Apr2017-11Apr2017at1.csv,rf_01,10Apr2017-11Apr2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Apr2017-11Apr2017at1.csv,2751,2017-04-11T16:03:03Z,2017-04-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Apr2018-11Apr2018at1.csv,rf_01,10Apr2018-11Apr2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Apr2018-11Apr2018at1.csv,43,2018-04-11T16:03:03Z,2018-04-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Aug2017-11Aug2017at1.csv,rf_01,10Aug2017-11Aug2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Aug2017-11Aug2017at1.csv,2751,2017-08-11T16:03:03Z,2017-08-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Dec2017-11Dec2017at1.csv,rf_01,10Dec2017-11Dec2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Dec2017-11Dec2017at1.csv,43,2017-12-11T15:03:02Z,2017-12-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Feb2017-11Feb2017at1.csv,rf_01,10Feb2017-11Feb2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Feb2017-11Feb2017at1.csv,2751,2017-02-11T15:03:03Z,2017-02-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Feb2018-11Feb2018at1.csv,rf_01,10Feb2018-11Feb2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Feb2018-11Feb2018at1.csv,43,2018-02-11T15:03:03Z,2018-02-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Jan2017-11Jan2017at1.csv,rf_01,10Jan2017-11Jan2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Jan2017-11Jan2017at1.csv,2751,2017-01-11T15:03:03Z,2017-01-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Jan2018-11Jan2018at1.csv,rf_01,10Jan2018-11Jan2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Jan2018-11Jan2018at1.csv,43,2018-01-11T15:03:03Z,2018-01-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Jul2017-11Jul2017at1.csv,rf_01,10Jul2017-11Jul2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Jul2017-11Jul2017at1.csv,2751,2017-07-11T16:03:03Z,2017-07-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Jul2018-11Jul2018at1.csv,rf_01,10Jul2018-11Jul2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Jul2018-11Jul2018at1.csv,43,2018-07-11T16:03:03Z,2018-07-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Jun2017-11Jun2017at1.csv,rf_01,10Jun2017-11Jun2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Jun2017-11Jun2017at1.csv,2751,2017-06-11T16:03:03Z,2017-06-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Jun2018-11Jun2018at1.csv,rf_01,10Jun2018-11Jun2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Jun2018-11Jun2018at1.csv,43,2018-06-11T16:03:03Z,2018-06-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Mar2017-11Mar2017at1.csv,rf_01,10Mar2017-11Mar2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Mar2017-11Mar2017at1.csv,2751,2017-03-11T15:03:03Z,2017-03-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Mar2018-11Mar2018at1.csv,rf_01,10Mar2018-11Mar2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Mar2018-11Mar2018at1.csv,43,2018-03-11T15:03:03Z,2018-03-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10May2017-11May2017at1.csv,rf_01,10May2017-11May2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10May2017-11May2017at1.csv,2751,2017-05-11T16:03:03Z,2017-05-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10May2018-11May2018at1.csv,rf_01,10May2018-11May2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10May2018-11May2018at1.csv,43,2018-05-11T16:03:03Z,2018-05-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Nov2017-11Nov2017at1.csv,rf_01,10Nov2017-11Nov2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Nov2017-11Nov2017at1.csv,43,2017-11-11T15:03:03Z,2017-11-11,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/10Oct2017-11Oct2017at1.csv,rf_01,10Oct2017-11Oct2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Oct2017-11Oct2017at1.csv,2751,2017-10-11T15:03:03Z,2017-10-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/10Sep2017-11Sep2017at1.csv,rf_01,10Sep2017-11Sep2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/10Sep2017-11Sep2017at1.csv,2751,2017-09-11T16:03:03Z,2017-09-11,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Apr2017-12Apr2017at1.csv,rf_01,11Apr2017-12Apr2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Apr2017-12Apr2017at1.csv,2751,2017-04-12T16:03:05Z,2017-04-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Apr2018-12Apr2018at1.csv,rf_01,11Apr2018-12Apr2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Apr2018-12Apr2018at1.csv,43,2018-04-12T16:03:04Z,2018-04-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Aug2017-12Aug2017at1.csv,rf_01,11Aug2017-12Aug2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Aug2017-12Aug2017at1.csv,2751,2017-08-12T16:03:02Z,2017-08-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Dec2017-12Dec2017at1.csv,rf_01,11Dec2017-12Dec2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Dec2017-12Dec2017at1.csv,43,2017-12-12T15:03:03Z,2017-12-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Feb2017-12Feb2017at1.csv,rf_01,11Feb2017-12Feb2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Feb2017-12Feb2017at1.csv,2751,2017-02-12T15:03:03Z,2017-02-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Feb2018-12Feb2018at1.csv,rf_01,11Feb2018-12Feb2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Feb2018-12Feb2018at1.csv,43,2018-02-12T15:03:03Z,2018-02-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Jan2017-12Jan2017at1.csv,rf_01,11Jan2017-12Jan2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Jan2017-12Jan2017at1.csv,2751,2017-01-12T15:03:03Z,2017-01-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Jan2018-12Jan2018at1.csv,rf_01,11Jan2018-12Jan2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Jan2018-12Jan2018at1.csv,43,2018-01-12T15:03:03Z,2018-01-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Jul2017-12Jul2017at1.csv,rf_01,11Jul2017-12Jul2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Jul2017-12Jul2017at1.csv,2751,2017-07-12T16:03:03Z,2017-07-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Jul2018-12Jul2018at1.csv,rf_01,11Jul2018-12Jul2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Jul2018-12Jul2018at1.csv,43,2018-07-12T16:03:02Z,2018-07-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Jun2017-12Jun2017at1.csv,rf_01,11Jun2017-12Jun2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Jun2017-12Jun2017at1.csv,2751,2017-06-12T16:03:03Z,2017-06-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Jun2018-12Jun2018at1.csv,rf_01,11Jun2018-12Jun2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Jun2018-12Jun2018at1.csv,43,2018-06-12T16:03:03Z,2018-06-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Mar2017-12Mar2017at1.csv,rf_01,11Mar2017-12Mar2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Mar2017-12Mar2017at1.csv,2751,2017-03-12T15:03:03Z,2017-03-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Mar2018-12Mar2018at1.csv,rf_01,11Mar2018-12Mar2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Mar2018-12Mar2018at1.csv,43,2018-03-12T15:03:03Z,2018-03-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11May2017-12May2017at1.csv,rf_01,11May2017-12May2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11May2017-12May2017at1.csv,2751,2017-05-12T16:03:02Z,2017-05-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11May2018-12May2018at1.csv,rf_01,11May2018-12May2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11May2018-12May2018at1.csv,43,2018-05-12T16:03:02Z,2018-05-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Nov2017-12Nov2017at1.csv,rf_01,11Nov2017-12Nov2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Nov2017-12Nov2017at1.csv,43,2017-11-12T15:03:04Z,2017-11-12,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/11Oct2017-12Oct2017at1.csv,rf_01,11Oct2017-12Oct2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Oct2017-12Oct2017at1.csv,2751,2017-10-12T15:03:03Z,2017-10-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/11Sep2017-12Sep2017at1.csv,rf_01,11Sep2017-12Sep2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/11Sep2017-12Sep2017at1.csv,2751,2017-09-12T16:03:02Z,2017-09-12,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Apr2017-13Apr2017at1.csv,rf_01,12Apr2017-13Apr2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Apr2017-13Apr2017at1.csv,2751,2017-04-13T16:03:03Z,2017-04-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Apr2018-13Apr2018at1.csv,rf_01,12Apr2018-13Apr2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Apr2018-13Apr2018at1.csv,43,2018-04-13T16:03:03Z,2018-04-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Aug2017-13Aug2017at1.csv,rf_01,12Aug2017-13Aug2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Aug2017-13Aug2017at1.csv,2751,2017-08-13T16:03:03Z,2017-08-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Dec2017-13Dec2017at1.csv,rf_01,12Dec2017-13Dec2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Dec2017-13Dec2017at1.csv,43,2017-12-13T15:03:03Z,2017-12-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Feb2017-13Feb2017at1.csv,rf_01,12Feb2017-13Feb2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Feb2017-13Feb2017at1.csv,2751,2017-02-13T15:03:03Z,2017-02-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Feb2018-13Feb2018at1.csv,rf_01,12Feb2018-13Feb2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Feb2018-13Feb2018at1.csv,43,2018-02-13T15:03:03Z,2018-02-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Jan2017-13Jan2017at1.csv,rf_01,12Jan2017-13Jan2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Jan2017-13Jan2017at1.csv,2751,2017-01-13T15:03:03Z,2017-01-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Jan2018-13Jan2018at1.csv,rf_01,12Jan2018-13Jan2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Jan2018-13Jan2018at1.csv,43,2018-01-13T15:03:03Z,2018-01-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Jul2017-13Jul2017at1.csv,rf_01,12Jul2017-13Jul2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Jul2017-13Jul2017at1.csv,2751,2017-07-13T16:03:04Z,2017-07-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Jul2018-13Jul2018at1.csv,rf_01,12Jul2018-13Jul2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Jul2018-13Jul2018at1.csv,43,2018-07-13T16:03:03Z,2018-07-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Jun2017-13Jun2017at1.csv,rf_01,12Jun2017-13Jun2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Jun2017-13Jun2017at1.csv,2751,2017-06-13T16:03:02Z,2017-06-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Jun2018-13Jun2018at1.csv,rf_01,12Jun2018-13Jun2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Jun2018-13Jun2018at1.csv,43,2018-06-13T16:03:03Z,2018-06-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Mar2017-13Mar2017at1.csv,rf_01,12Mar2017-13Mar2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Mar2017-13Mar2017at1.csv,2751,2017-03-13T15:03:04Z,2017-03-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Mar2018-13Mar2018at1.csv,rf_01,12Mar2018-13Mar2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Mar2018-13Mar2018at1.csv,43,2018-03-13T15:03:02Z,2018-03-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12May2017-13May2017at1.csv,rf_01,12May2017-13May2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12May2017-13May2017at1.csv,2751,2017-05-13T16:03:03Z,2017-05-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12May2018-13May2018at1.csv,rf_01,12May2018-13May2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12May2018-13May2018at1.csv,43,2018-05-13T16:03:11Z,2018-05-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Nov2017-13Nov2017at1.csv,rf_01,12Nov2017-13Nov2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Nov2017-13Nov2017at1.csv,43,2017-11-13T15:03:02Z,2017-11-13,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Oct2016-20Nov2017at1.csv,rf_01,12Oct2016-20Nov2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Oct2016-20Nov2017at1.csv,43,2017-11-21T01:08:00Z,2017-11-21,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/12Oct2017-13Oct2017at1.csv,rf_01,12Oct2017-13Oct2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Oct2017-13Oct2017at1.csv,2751,2017-10-13T15:03:03Z,2017-10-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/12Sep2017-13Sep2017at1.csv,rf_01,12Sep2017-13Sep2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/12Sep2017-13Sep2017at1.csv,2751,2017-09-13T16:03:04Z,2017-09-13,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Apr2017-14Apr2017at1.csv,rf_01,13Apr2017-14Apr2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Apr2017-14Apr2017at1.csv,2751,2017-04-14T16:03:03Z,2017-04-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Apr2018-14Apr2018at1.csv,rf_01,13Apr2018-14Apr2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Apr2018-14Apr2018at1.csv,43,2018-04-14T16:03:03Z,2018-04-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Aug2017-14Aug2017at1.csv,rf_01,13Aug2017-14Aug2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Aug2017-14Aug2017at1.csv,2751,2017-08-14T16:03:02Z,2017-08-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Dec2017-14Dec2017at1.csv,rf_01,13Dec2017-14Dec2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Dec2017-14Dec2017at1.csv,43,2017-12-14T15:03:04Z,2017-12-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Feb2017-14Feb2017at1.csv,rf_01,13Feb2017-14Feb2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Feb2017-14Feb2017at1.csv,2751,2017-02-14T15:03:07Z,2017-02-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Feb2018-14Feb2018at1.csv,rf_01,13Feb2018-14Feb2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Feb2018-14Feb2018at1.csv,43,2018-02-14T15:03:03Z,2018-02-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Jan2017-14Jan2017at1.csv,rf_01,13Jan2017-14Jan2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Jan2017-14Jan2017at1.csv,2751,2017-01-14T15:03:03Z,2017-01-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Jan2018-14Jan2018at1.csv,rf_01,13Jan2018-14Jan2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Jan2018-14Jan2018at1.csv,43,2018-01-14T15:03:03Z,2018-01-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Jul2017-14Jul2017at1.csv,rf_01,13Jul2017-14Jul2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Jul2017-14Jul2017at1.csv,2751,2017-07-14T16:03:03Z,2017-07-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Jul2018-14Jul2018at1.csv,rf_01,13Jul2018-14Jul2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Jul2018-14Jul2018at1.csv,43,2018-07-14T16:03:03Z,2018-07-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Jun2017-14Jun2017at1.csv,rf_01,13Jun2017-14Jun2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Jun2017-14Jun2017at1.csv,2751,2017-06-14T16:03:03Z,2017-06-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Jun2018-14Jun2018at1.csv,rf_01,13Jun2018-14Jun2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Jun2018-14Jun2018at1.csv,43,2018-06-14T16:03:03Z,2018-06-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Mar2017-14Mar2017at1.csv,rf_01,13Mar2017-14Mar2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Mar2017-14Mar2017at1.csv,2751,2017-03-14T15:03:05Z,2017-03-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Mar2018-14Mar2018at1.csv,rf_01,13Mar2018-14Mar2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Mar2018-14Mar2018at1.csv,43,2018-03-14T15:03:03Z,2018-03-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13May2017-14May2017at1.csv,rf_01,13May2017-14May2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13May2017-14May2017at1.csv,2751,2017-05-14T16:03:02Z,2017-05-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13May2018-14May2018at1.csv,rf_01,13May2018-14May2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13May2018-14May2018at1.csv,43,2018-05-14T16:03:03Z,2018-05-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Nov2017-14Nov2017at1.csv,rf_01,13Nov2017-14Nov2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Nov2017-14Nov2017at1.csv,43,2017-11-14T15:03:03Z,2017-11-14,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/13Oct2017-14Oct2017at1.csv,rf_01,13Oct2017-14Oct2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Oct2017-14Oct2017at1.csv,2751,2017-10-14T15:03:04Z,2017-10-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/13Sep2017-14Sep2017at1.csv,rf_01,13Sep2017-14Sep2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/13Sep2017-14Sep2017at1.csv,2751,2017-09-14T16:03:04Z,2017-09-14,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/14Apr2017-15Apr2017at1.csv,rf_01,14Apr2017-15Apr2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Apr2017-15Apr2017at1.csv,2751,2017-04-15T16:03:03Z,2017-04-15,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/14Apr2018-15Apr2018at1.csv,rf_01,14Apr2018-15Apr2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Apr2018-15Apr2018at1.csv,43,2018-04-15T16:03:03Z,2018-04-15,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/14Aug2017-15Aug2017at1.csv,rf_01,14Aug2017-15Aug2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Aug2017-15Aug2017at1.csv,2751,2017-08-15T16:03:02Z,2017-08-15,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/14Dec2017-15Dec2017at1.csv,rf_01,14Dec2017-15Dec2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Dec2017-15Dec2017at1.csv,43,2017-12-15T15:03:02Z,2017-12-15,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/14Feb2017-15Feb2017at1.csv,rf_01,14Feb2017-15Feb2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Feb2017-15Feb2017at1.csv,2751,2017-02-15T15:03:09Z,2017-02-15,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/14Feb2018-15Feb2018at1.csv,rf_01,14Feb2018-15Feb2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Feb2018-15Feb2018at1.csv,43,2018-02-15T15:03:03Z,2018-02-15,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/14Jan2017-15Jan2017at1.csv,rf_01,14Jan2017-15Jan2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Jan2017-15Jan2017at1.csv,2751,2017-01-15T15:03:03Z,2017-01-15,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/14Jan2018-15Jan2018at1.csv,rf_01,14Jan2018-15Jan2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Jan2018-15Jan2018at1.csv,43,2018-01-15T15:03:03Z,2018-01-15,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/14Jul2017-15Jul2017at1.csv,rf_01,14Jul2017-15Jul2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Jul2017-15Jul2017at1.csv,2751,2017-07-15T16:03:03Z,2017-07-15,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
rf_01/14Jul2018-15Jul2018at1.csv,rf_01,14Jul2018-15Jul2018at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Jul2018-15Jul2018at1.csv,43,2018-07-15T16:03:05Z,2018-07-15,Unknown - ignore as fsize ( 43 ) < dataThreshold ( 3000 ),,
rf_01/14Jun2017-15Jun2017at1.csv,rf_01,14Jun2017-15Jun2017at1.csv,~/Data/NZGreenGrid/gridspy/1min_orig/rf_01/14Jun2017-15Jun2017at1.csv,2751,2017-06-15T16:03:02Z,2017-06-15,Unknown - ignore as fsize ( 2751 ) < dataThreshold ( 3000 ),,
